Date,Time,Receipt Number,Transaction,Item,Payment Method
12-11-2122,23:34:11,1O5GQM,7,teh pucuk,Cash
12-11-2122,23:33:27,1O5GQL,8,aqua 351ml,BCA
12-11-2122,21:51:21,1O5GQK,4,good time,Cash
12-11-2122,21:57:27,1O5GQJ,5,sarden,Gopay
12-11-2122,21:54:41,1O5GQI,2,telur,GrabFood
12-11-2122,21:42:19,1O5GQH,1,es teh,Cash
12-11-2122,21:31:59,1O5GQG,1,susu cokelat,Cash
12-11-2122,21:14:11,1O5GQF,10,susu vanilla,Cash
12-11-2122,21:18:56,1O5GQE,9,nagasari,Cash
12-11-2122,21:17:23,1O5GQD,2,usus crispy,Gopay
12-11-2122,21:14:15,1O5GQC,2,nextar,Cash
12-11-2122,19:29:16,1O5GQB,1,pembalut,Cash
12-11-2122,19:16:29,1O5GQA,4,buku tulis,Cash
12-11-2122,19:14:28,1O5GQ9,5,bolpoin standart,GoFood
12-11-2122,19:15:31,1O5GQ8,7,buku gambar,Cash
12-11-2122,18:15:18,1O5GQ7,1,pensil,GoFood
12-11-2122,17:27:49,1O5GQ6,2,penghapus,Cash
12-11-2122,17:27:18,1O5GQ5,4,rautan pensil,GoFood
12-11-2122,16:11:11,1O5GQ4,6,sari roti,Cash
12-11-2122,16:17:11,1O5GQ3,3,mie,Cash
12-11-2122,15:19:37,1O5GQ2,4,kecap,Cash
12-11-2122,14:53:51,1O5GQ1,1,saos,Cash
12-11-2122,14:43:19,1O5GQ1,5,es cream,Cash
12-11-2122,14:34:25,1O5GPZ,5,pie susu,BNI
12-11-2122,14:28:19,1O5GPY,3,risol,Gopay
12-11-2122,14:22:55,1O5GPX,2,martabak,Cash
12-11-2122,14:22:27,1O5GPW,7,floridina,Cash
12-11-2122,13:53:27,1O5GPV,3,iso plus,Cash
12-11-2122,13:13:24,1O5GPU,8,golda,Cash
12-11-2122,12:54:18,1O5GPT,8,nutrisari,Cash
12-11-2122,12:36:25,1O5GPS,1,teh rio,Cash
12-11-2122,11:43:48,1O5GPR,4,kopikap,Cash
12-11-2122,11:16:49,1O5GPQ,10,roti aoka,Cash
12-11-2122,9:43:36,1O5GPP,10,sari gandum,Cash
12-11-2122,9:33:56,1O5GPO,0,"arem""",Ovo
12-11-2122,9:27:59,1O5GPN,2,nasi ayam,Cash
12-11-2122,8:25:21,1O5GPM,1,chocolatos,Cash
11-11-2122,22:51:15,1O5GPL,5,kopi good day,Cash
11-11-2122,22:38:41,1O5GPK,8,teh pucuk,Shopeepay
11-11-2122,22:17:41,1O5GPJ,7,aqua 351ml,Cash
11-11-2122,21:25:23,1O5GPI,10,good time,Gopay
11-11-2122,21:11:13,1O5GPH,7,sarden,Shopeepay
11-11-2122,21:59:13,1O5GPG,0,telur,BNI
11-11-2122,21:39:52,1O5GPF,3,es teh,Cash
11-11-2122,21:33:51,1O5GPE,8,susu cokelat,Cash
11-11-2122,21:12:39,1O5GPD,0,susu vanilla,Cash
11-11-2122,19:33:23,1O5GPC,1,nagasari,Cash
11-11-2122,19:31:16,1O5GPB,10,usus crispy,Cash
11-11-2122,19:27:34,1O5GPA,6,nextar,Other
11-11-2122,19:12:31,1O5GP9,8,pembalut,Gopay
11-11-2122,19:15:19,1O5GP8,1,buku tulis,Cash
11-11-2122,18:55:38,1O5GP7,8,bolpoin standart,Cash
11-11-2122,18:54:21,1O5GP6,2,buku gambar,Cash
11-11-2122,18:52:39,1O5GP5,5,pensil,Gopay
11-11-2122,18:45:27,1O5GP4,3,penghapus,BCA
11-11-2122,18:21:31,1O5GP3,6,rautan pensil,Cash
11-11-2122,18:17:38,1O5GP2,5,sari roti,Gopay
11-11-2122,17:31:55,1O5GP1,8,mie,Gopay
11-11-2122,17:29:54,1O5GP1,2,kecap,Cash
11-11-2122,17:27:15,1O5GOZ,8,saos,Cash
11-11-2122,16:31:11,1O5GOY,3,es cream,Other
11-11-2122,16:11:51,1O5GOX,1,pie susu,Cash
11-11-2122,15:59:58,1O5GOW,8,risol,Cash
11-11-2122,15:55:11,1O5GOV,6,martabak,Cash
11-11-2122,15:54:19,1O5GOU,4,floridina,Cash
11-11-2122,15:48:52,1O5GOT,7,iso plus,Cash
11-11-2122,15:38:17,1O5GOS,9,golda,Gopay
11-11-2122,15:35:51,1O5GOR,5,nutrisari,Cash
11-11-2122,15:26:16,1O5GOQ,5,teh rio,Cash
11-11-2122,15:24:58,1O5GOP,9,kopikap,Cash
11-11-2122,14:31:29,1O5GOO,7,roti aoka,Cash
11-11-2122,14:29:54,1O5GON,7,sari gandum,Cash
11-11-2122,14:11:39,1O5GOM,2,"arem""",Gopay
11-11-2122,13:41:18,1O5GOL,7,nasi ayam,Cash
11-11-2122,13:39:44,1O5GOK,5,chocolatos,Gopay
11-11-2122,13:15:13,1O5GOJ,7,kopi good day,Cash
11-11-2122,12:28:21,1O5GOI,9,teh pucuk,Cash
11-11-2122,12:26:32,1O5GOH,1,aqua 351ml,BCA
11-11-2122,12:19:23,1O5GOG,2,good time,Cash
11-11-2122,12:18:48,1O5GOF,3,sarden,Cash
11-11-2122,12:18:16,1O5GOE,8,telur,Cash
11-11-2122,11:59:15,1O5GOD,6,es teh,Gopay
11-11-2122,11:48:27,1O5GOC,5,susu cokelat,Gopay
11-11-2122,11:35:15,1O5GOB,5,susu vanilla,Cash
11-11-2122,11:29:23,1O5GOA,7,nagasari,Gopay
11-11-2122,9:41:39,1O5GO9,7,usus crispy,BCA
11-11-2122,9:29:49,1O5GO8,3,nextar,Cash
11-11-2122,9:13:29,1O5GO7,8,pembalut,Gopay
11-11-2122,8:43:55,1O5GO6,6,buku tulis,GrabFood
11-11-2122,8:41:52,1O5GO5,8,bolpoin standart,Gopay
11-11-2122,22:38:34,1O5GO4,3,buku gambar,Cash
11-11-2122,22:13:16,1O5GO3,4,pensil,BCA
11-11-2122,21:53:15,1O5GO2,4,penghapus,Cash
11-11-2122,21:38:18,1O5GO1,10,rautan pensil,Cash
11-11-2122,21:34:17,1O5GO1,3,sari roti,Gopay
11-11-2122,21:28:25,1O5GNZ,8,mie,Cash
11-11-2122,21:17:44,1O5GNY,3,kecap,Cash
11-11-2122,21:16:11,1O5GNX,6,saos,Gopay
11-11-2122,21:15:21,1O5GNW,9,es cream,Cash
11-11-2122,19:34:46,1O5GNV,9,pie susu,Gopay
11-11-2122,19:23:28,1O5GNU,1,risol,Cash
11-11-2122,19:19:13,1O5GNT,1,martabak,Cash
11-11-2122,18:49:14,1O5GNS,1,floridina,Cash
11-11-2122,18:47:49,1O5GNR,8,iso plus,Gopay
11-11-2122,18:41:22,1O5GNQ,8,golda,Gopay
11-11-2122,18:29:23,1O5GNP,7,nutrisari,Cash
11-11-2122,18:13:52,1O5GNO,6,teh rio,Cash
11-11-2122,18:12:32,1O5GNN,8,kopikap,Cash
11-11-2122,18:15:45,1O5GNM,4,roti aoka,Gopay
11-11-2122,17:52:13,1O5GNL,0,sari gandum,Cash
11-11-2122,17:46:17,1O5GNK,4,"arem""",Cash
11-11-2122,17:44:24,1O5GNJ,4,nasi ayam,Gopay
11-11-2122,17:42:44,1O5GNI,6,chocolatos,Gopay
11-11-2122,17:19:59,1O5GNH,4,kopi good day,Cash
11-11-2122,17:16:34,1O5GNG,9,teh pucuk,Gopay
11-11-2122,17:15:31,1O5GNF,2,aqua 351ml,BRI
11-11-2122,16:49:17,1O5GNE,1,good time,Gopay
11-11-2122,16:33:56,1O5GND,3,sarden,Cash
11-11-2122,16:26:17,1O5GNC,4,telur,Cash
11-11-2122,16:15:15,1O5GNB,3,es teh,Cash
11-11-2122,15:41:51,1O5GNA,4,susu cokelat,Cash
11-11-2122,15:41:15,1O5GN9,0,susu vanilla,Gopay
11-11-2122,15:38:17,1O5GN8,4,nagasari,Cash
11-11-2122,15:37:42,1O5GN7,6,usus crispy,Cash
11-11-2122,15:35:26,1O5GN6,0,nextar,Gopay
11-11-2122,15:34:14,1O5GN5,4,pembalut,Cash
11-11-2122,15:21:11,1O5GN4,1,buku tulis,Other
11-11-2122,14:56:11,1O5GN3,8,bolpoin standart,Cash
11-11-2122,14:31:38,1O5GN2,0,buku gambar,BCA
11-11-2122,14:16:45,1O5GN1,8,pensil,Gopay
11-11-2122,14:13:18,1O5GN1,9,penghapus,Cash
11-11-2122,13:41:11,1O5GMZ,7,rautan pensil,Cash
11-11-2122,13:22:44,1O5GMY,8,sari roti,Cash
11-11-2122,12:51:11,1O5GMX,8,mie,Other
11-11-2122,12:13:52,1O5GMW,3,kecap,BCA
11-11-2122,11:11:32,1O5GMV,8,saos,Cash
11-11-2122,11:16:37,1O5GMU,2,es cream,Cash
11-11-2122,9:29:22,1O5GMT,5,pie susu,Cash
11-11-2122,8:55:15,1O5GMS,3,risol,Cash
11-11-2122,8:45:12,1O5GMR,9,martabak,Cash
11-11-2122,8:34:16,1O5GMQ,9,floridina,Cash
11-11-2122,8:23:41,1O5GMP,8,iso plus,Cash
11-11-2122,8:19:51,1O5GMO,4,golda,Cash
19-11-2122,23:14:31,1O5GMN,5,nutrisari,Mandiri
19-11-2122,22:23:11,1O5GMM,5,teh rio,Cash
19-11-2122,21:43:31,1O5GML,3,kopikap,GrabFood
19-11-2122,21:25:41,1O5GMK,10,roti aoka,Mandiri
19-11-2122,21:19:41,1O5GMJ,6,"arem""",Cash
19-11-2122,21:57:25,1O5GMI,5,nasi ayam,Cash
19-11-2122,21:51:14,1O5GMH,4,chocolatos,Cash
19-11-2122,21:36:42,1O5GMG,9,kopi good day,Cash
19-11-2122,19:56:39,1O5GMF,9,teh pucuk,Cash
19-11-2122,19:55:16,1O5GME,9,aqua 351ml,BRI
19-11-2122,19:51:43,1O5GMD,0,good time,Mandiri
19-11-2122,19:51:13,1O5GMC,4,sarden,BRI
19-11-2122,19:36:13,1O5GMB,0,telur,Cash
19-11-2122,19:16:35,1O5GMA,1,es teh,Cash
19-11-2122,18:42:34,1O5GM9,6,susu cokelat,Cash
19-11-2122,18:41:54,1O5GM8,8,susu vanilla,Cash
19-11-2122,18:16:39,1O5GM7,1,nagasari,Gopay
19-11-2122,16:52:13,1O5GM6,1,usus crispy,Gopay
19-11-2122,16:49:36,1O5GM5,4,nextar,Cash
19-11-2122,16:28:14,1O5GM4,9,pembalut,Gopay
19-11-2122,16:19:37,1O5GM3,7,buku tulis,BCA
19-11-2122,15:59:31,1O5GM2,5,bolpoin standart,Gopay
19-11-2122,15:58:19,1O5GM1,3,buku gambar,Cash
19-11-2122,15:46:12,1O5GM1,1,pensil,Cash
19-11-2122,15:32:14,1O5GLZ,1,penghapus,BCA
19-11-2122,15:12:51,1O5GLY,3,rautan pensil,Cash
19-11-2122,15:18:47,1O5GLX,3,sari roti,Cash
19-11-2122,15:17:22,1O5GLW,0,mie,Gopay
19-11-2122,14:31:57,1O5GLV,4,kecap,BNI
19-11-2122,14:29:17,1O5GLU,5,saos,Gopay
19-11-2122,14:19:37,1O5GLT,5,es cream,Cash
19-11-2122,13:53:16,1O5GLS,0,pie susu,Cash
19-11-2122,13:51:39,1O5GLR,5,risol,Cash
19-11-2122,13:19:18,1O5GLQ,9,martabak,Cash
19-11-2122,13:14:52,1O5GLP,4,floridina,Cash
19-11-2122,12:19:11,1O5GLO,3,iso plus,Cash
19-11-2122,11:51:51,1O5GLN,0,golda,Cash
19-11-2122,11:47:29,1O5GLM,7,nutrisari,Cash
19-11-2122,11:37:44,1O5GLL,0,teh rio,Gopay
19-11-2122,11:36:55,1O5GLK,6,kopikap,Gopay
19-11-2122,11:21:37,1O5GLJ,3,roti aoka,Cash
19-11-2122,9:55:49,1O5GLI,9,sari gandum,Cash
19-11-2122,9:45:17,1O5GLH,8,"arem""",Gopay
19-11-2122,9:16:12,1O5GLG,10,nasi ayam,Cash
19-11-2122,9:12:15,1O5GLF,8,chocolatos,Cash
19-11-2122,8:58:14,1O5GLE,7,kopi good day,Cash
18-11-2122,23:24:21,1O5GLD,3,teh pucuk,Cash
18-11-2122,21:21:18,1O5GLC,4,aqua 351ml,Cash
18-11-2122,21:11:33,1O5GLB,2,good time,Cash
18-11-2122,21:37:15,1O5GLA,1,sarden,Other
18-11-2122,21:12:59,1O5GL9,6,telur,Cash
18-11-2122,18:39:21,1O5GL8,1,es teh,Cash
18-11-2122,18:13:23,1O5GL7,5,susu cokelat,Other EDC
18-11-2122,18:12:47,1O5GL6,1,susu vanilla,Other EDC
18-11-2122,16:38:42,1O5GL5,3,nagasari,Cash
18-11-2122,16:34:39,1O5GL4,6,usus crispy,Cash
18-11-2122,16:16:12,1O5GL3,3,nextar,BNI
18-11-2122,15:58:16,1O5GL2,5,pembalut,Gopay
18-11-2122,15:35:37,1O5GL1,2,buku tulis,Gopay
18-11-2122,15:15:15,1O5GL1,2,bolpoin standart,Gopay
18-11-2122,15:13:16,1O5GKZ,9,buku gambar,Cash
18-11-2122,15:14:42,1O5GKY,6,pensil,Gopay
18-11-2122,14:41:41,1O5GKX,1,penghapus,Cash
18-11-2122,13:41:49,1O5GKW,6,rautan pensil,BNI
18-11-2122,13:29:51,1O5GKV,6,sari roti,Cash
18-11-2122,13:14:23,1O5GKU,4,mie,Cash
18-11-2122,13:11:34,1O5GKT,2,kecap,Cash
18-11-2122,12:55:35,1O5GKS,0,saos,Cash
18-11-2122,12:51:59,1O5GKR,3,es cream,Cash
18-11-2122,12:44:59,1O5GKQ,1,pie susu,Cash
18-11-2122,12:33:28,1O5GKP,3,risol,Gopay
18-11-2122,12:31:47,1O5GKO,4,martabak,Cash
18-11-2122,11:41:54,1O5GKN,4,floridina,Cash
18-11-2122,11:34:49,1O5GKM,8,iso plus,Mandiri
18-11-2122,11:23:13,1O5GKL,4,golda,Cash
18-11-2122,11:21:15,1O5GKK,2,nutrisari,Cash
18-11-2122,11:21:11,1O5GKJ,4,teh rio,Cash
18-11-2122,11:32:58,1O5GKI,8,kopikap,Gopay
18-11-2122,9:56:15,1O5GKH,4,roti aoka,Gopay
18-11-2122,9:51:27,1O5GKG,8,sari gandum,Cash
18-11-2122,9:26:28,1O5GKF,10,taro,Cash
18-11-2122,9:16:27,1O5GKE,6,"arem""",Cash
18-11-2122,9:11:45,1O5GKD,5,nasi ayam,Cash
18-11-2122,8:12:55,1O5GKC,3,chocolatos,Gopay
17-11-2122,22:58:17,1O5GKB,9,kopi good day,BCA
17-11-2122,22:33:11,1O5GKA,6,teh pucuk,Ovo
17-11-2122,22:29:43,1O5GK9,4,aqua 351ml,Other
17-11-2122,22:16:11,1O5GK8,9,good time,Cash
17-11-2122,21:15:35,1O5GK7,2,sarden,BRI
17-11-2122,21:12:13,1O5GK6,7,telur,Gopay
17-11-2122,21:11:15,1O5GK5,10,es teh,Cash
17-11-2122,21:38:32,1O5GK4,8,susu cokelat,Cash
17-11-2122,21:18:48,1O5GK3,7,susu vanilla,Cash
17-11-2122,21:16:11,1O5GK2,7,nagasari,Cash
17-11-2122,19:52:17,1O5GK1,10,usus crispy,Cash
17-11-2122,19:41:11,1O5GK1,7,nextar,Cash
17-11-2122,19:15:31,1O5GJZ,3,pembalut,BCA
17-11-2122,18:31:25,1O5GJY,6,buku tulis,Cash
17-11-2122,18:27:19,1O5GJX,3,bolpoin standart,Cash
17-11-2122,18:13:55,1O5GJW,4,buku gambar,Cash
17-11-2122,18:16:58,1O5GJV,7,pensil,Cash
17-11-2122,17:34:41,1O5GJU,4,penghapus,BNI
17-11-2122,17:25:55,1O5GJT,6,rautan pensil,Cash
17-11-2122,17:17:19,1O5GJS,7,sari roti,GoFood
17-11-2122,17:16:31,1O5GJR,9,mie,Cash
17-11-2122,16:45:42,1O5GJQ,5,kecap,Other
17-11-2122,16:29:31,1O5GJP,1,saos,Cash
17-11-2122,15:44:42,1O5GJO,8,es cream,Cash
17-11-2122,15:37:35,1O5GJN,0,pie susu,Cash
17-11-2122,15:34:43,1O5GJM,2,risol,Gopay
17-11-2122,14:43:27,1O5GJL,5,martabak,Cash
17-11-2122,13:16:13,1O5GJK,9,floridina,Cash
17-11-2122,13:15:53,1O5GJJ,1,iso plus,Cash
17-11-2122,12:52:43,1O5GJI,3,golda,Cash
17-11-2122,12:13:51,1O5GJH,3,nutrisari,Gopay
17-11-2122,11:55:38,1O5GJG,2,teh rio,Cash
17-11-2122,11:52:37,1O5GJF,7,kopikap,Cash
17-11-2122,11:39:45,1O5GJE,6,roti aoka,Cash
17-11-2122,11:12:18,1O5GJD,4,sari gandum,Gopay
17-11-2122,8:13:48,1O5GJC,9,taro,Cash
16-11-2122,23:31:55,1O5GJB,9,qitela,Cash
16-11-2122,23:26:31,1O5GJA,5,choki choki,Cash
16-11-2122,22:39:24,1O5GJ9,5,bengbeng,BCA
16-11-2122,21:23:51,1O5GJ8,4,nabati,Other
16-11-2122,21:21:31,1O5GJ7,4,basreng,Cash
16-11-2122,21:32:11,1O5GJ6,5,mie lidi,BCA
16-11-2122,21:16:16,1O5GJ5,9,macroni pedas manis,Gopay
16-11-2122,19:31:14,1O5GJ4,4,bon cabe(bubuk cabe),Cash
16-11-2122,19:21:21,1O5GJ3,8,pepsodent,Other
16-11-2122,18:58:41,1O5GJ2,1,head&shoulder,Gopay
16-11-2122,18:58:33,1O5GJ2,1,lifebuoy(sabun mandi cair),Gopay
16-11-2122,18:58:11,1O5GJ1,5,lifebuoy(shampoo),Gopay
16-11-2122,18:56:57,1O5GJ1,4,shinzui(sabun mandi),Cash
16-11-2122,18:55:12,1O5GJ1,9,biore(sabun muka),Gopay
16-11-2122,18:53:52,1O5GJ1,10,lifebuoy(sabun mandi batangan),Gopay
16-11-2122,17:58:51,1O5GIZ,1,sunlight,BRI
16-11-2122,17:41:28,1O5GIY,9,lux(sabun mandi),Cash
16-11-2122,17:39:21,1O5GIX,5,sunsilk(shampoo),Cash
16-11-2122,17:33:31,1O5GIW,6,pantene(shampoo),Cash
16-11-2122,16:48:18,1O5GIV,6,lux(sabun mandi),Other
16-11-2122,16:21:41,1O5GIU,7,biore(sabun mandi),Cash
16-11-2122,16:11:12,1O5GIT,7,kacang sukro,Other
16-11-2122,15:36:11,1O5GIS,1,kuaci,Cash
16-11-2122,15:16:23,1O5GIR,5,kacang kulit,Cash
16-11-2122,15:17:31,1O5GIQ,1,lays,Cash
16-11-2122,14:35:18,1O5GIP,5,chitato,Cash
16-11-2122,14:32:51,1O5GIO,10,superstar,Cash
16-11-2122,13:43:18,1O5GIN,8,momogi,Gopay
16-11-2122,12:36:13,1O5GIM,2,yupi,Cash
16-11-2122,12:22:19,1O5GIL,1,astor,Cash
16-11-2122,11:19:32,1O5GIK,1,siip,Mandiri
16-11-2122,11:23:41,1O5GIJ,1,helo panda,Cash
16-11-2122,11:21:45,1O5GII,6,poki poki,BNI
16-11-2122,11:19:15,1O5GIH,4,top,BNI
16-11-2122,9:31:57,1O5GIG,3,oreo,Cash
16-11-2122,9:24:47,1O5GIF,7,selai olai,Cash
16-11-2122,9:11:41,1O5GIE,5,gery salut,Cash
16-11-2122,8:56:53,1O5GID,9,malkis roma,Cash
16-11-2122,8:39:38,1O5GIC,9,tik tik,Cash
16-11-2122,8:19:11,1O5GIB,1,krisbee,Cash
15-11-2122,23:42:21,1O5GIA,4,sponge,Cash
15-11-2122,23:32:25,1O5GI9,9,chocopie,Cash
15-11-2122,22:41:55,1O5GI8,3,jetz,Gopay
15-11-2122,22:35:18,1O5GI7,5,chiki ball,Gopay
15-11-2122,22:19:51,1O5GI6,9,chitato lite,Cash
15-11-2122,22:15:13,1O5GI5,5,kusuka,BNI
15-11-2122,21:51:19,1O5GI4,9,piattos,Cash
15-11-2122,21:41:14,1O5GI3,1,time break,Cash
15-11-2122,21:34:41,1O5GI2,4,tango,Gopay
15-11-2122,21:21:36,1O5GI1,7,fanta,BNI
15-11-2122,21:53:23,1O5GI1,10,sprite,Cash
15-11-2122,21:24:45,1O5GHZ,8,"arem""",Cash
15-11-2122,19:39:47,1O5GHY,9,nasi ayam,Cash
15-11-2122,19:38:42,1O5GHX,2,chocolatos,Gopay
15-11-2122,19:21:21,1O5GHW,8,kopi good day,Cash
15-11-2122,18:53:34,1O5GHV,4,teh pucuk,BCA
15-11-2122,18:39:31,1O5GHU,7,aqua 351ml,Gopay
15-11-2122,18:37:26,1O5GHT,6,good time,Cash
15-11-2122,18:32:13,1O5GHS,2,sarden,Cash
15-11-2122,18:26:41,1O5GHR,2,telur,Gopay
15-11-2122,17:15:12,1O5GHQ,9,es teh,Cash
15-11-2122,16:21:52,1O5GHP,5,susu cokelat,Cash
15-11-2122,15:28:38,1O5GHO,3,susu vanilla,Cash
15-11-2122,15:14:34,1O5GHN,8,nagasari,Cash
15-11-2122,15:11:46,1O5GHM,9,usus crispy,Cash
15-11-2122,14:33:15,1O5GHL,1,nextar,BCA
15-11-2122,14:28:29,1O5GHK,4,pembalut,Other EDC
15-11-2122,14:28:11,1O5GHJ,6,buku tulis,Other EDC
15-11-2122,14:22:18,1O5GHI,6,bolpoin standart,Cash
15-11-2122,14:11:21,1O5GHH,8,buku gambar,Cash
15-11-2122,14:13:26,1O5GHG,0,pensil,Cash
15-11-2122,13:57:18,1O5GHF,10,penghapus,Gopay
15-11-2122,13:48:14,1O5GHE,4,rautan pensil,Cash
15-11-2122,13:45:49,1O5GHD,3,sari roti,Gopay
15-11-2122,13:31:11,1O5GHC,9,mie,Cash
15-11-2122,13:16:25,1O5GHB,5,kecap,Cash
15-11-2122,13:11:16,1O5GHA,8,saos,Cash
15-11-2122,12:39:23,1O5GH9,9,es cream,Cash
15-11-2122,12:31:39,1O5GH8,0,pie susu,Gopay
15-11-2122,12:31:12,1O5GH7,7,risol,BCA
15-11-2122,12:31:49,1O5GH7,5,martabak,BCA
15-11-2122,11:38:15,1O5GH6,7,floridina,Gopay
15-11-2122,11:34:42,1O5GH5,8,iso plus,Gopay
15-11-2122,11:32:11,1O5GH4,8,golda,Cash
15-11-2122,11:25:36,1O5GH3,6,nutrisari,Mandiri
15-11-2122,11:17:27,1O5GH2,2,teh rio,Gopay
15-11-2122,9:31:57,1O5GH1,8,kopikap,Cash
15-11-2122,9:27:15,1O5GH1,8,roti aoka,GrabFood
15-11-2122,8:53:41,1O5GGZ,9,sari gandum,Cash
15-11-2122,8:48:35,1O5GGY,5,taro,Cash
14-11-2122,22:11:51,1O5GGX,10,qitela,Gopay
14-11-2122,22:11:23,1O5GGW,9,choki choki,Cash
14-11-2122,21:59:59,1O5GGV,6,bengbeng,Cash
14-11-2122,21:54:48,1O5GGU,6,nabati,GrabFood
14-11-2122,21:42:38,1O5GGT,2,basreng,Cash
14-11-2122,21:26:51,1O5GGS,0,mie lidi,Cash
14-11-2122,21:44:59,1O5GGR,1,macroni pedas manis,Cash
14-11-2122,21:16:38,1O5GGQ,0,bon cabe(bubuk cabe),Gopay
14-11-2122,19:52:41,1O5GGP,5,pepsodent,GoFood
14-11-2122,19:41:29,1O5GGO,4,head&shoulder,Cash
14-11-2122,19:18:32,1O5GGN,10,lifebuoy(sabun mandi cair),Gopay
14-11-2122,19:12:38,1O5GGM,9,lifebuoy(shampoo),GoFood
14-11-2122,19:12:36,1O5GGL,4,shinzui(sabun mandi),Cash
14-11-2122,18:51:47,1O5GGK,3,biore(sabun muka),Cash
14-11-2122,18:37:53,1O5GGJ,10,lifebuoy(sabun mandi batangan),Cash
14-11-2122,18:22:49,1O5GGI,6,sunlight,Gopay
14-11-2122,15:13:44,1O5GGH,5,lux(sabun mandi),Other EDC
14-11-2122,15:12:49,1O5GGG,4,sunsilk(shampoo),Other
14-11-2122,15:18:11,1O5GGG,9,pantene(shampoo),Other
14-11-2122,14:32:11,1O5GGF,4,lux(sabun mandi),Cash
14-11-2122,13:41:31,1O5GGE,8,biore(sabun mandi),Cash
14-11-2122,13:31:42,1O5GGD,8,kacang sukro,Cash
14-11-2122,13:15:43,1O5GGC,8,kuaci,Other
14-11-2122,12:31:35,1O5GGB,1,kacang kulit,GrabFood
14-11-2122,12:31:21,1O5GGA,8,lays,Gopay
14-11-2122,12:25:12,1O5GG9,6,"arem""",Cash
14-11-2122,12:23:25,1O5GG8,3,nasi ayam,Gopay
14-11-2122,12:19:33,1O5GG7,4,chocolatos,Cash
14-11-2122,11:49:12,1O5GG6,6,kopi good day,Cash
14-11-2122,11:38:32,1O5GG5,2,teh pucuk,Cash
14-11-2122,11:36:46,1O5GG4,8,aqua 351ml,Gopay
14-11-2122,11:17:17,1O5GG3,3,good time,Cash
14-11-2122,11:15:46,1O5GG2,5,sarden,Gopay
14-11-2122,9:54:37,1O5GG1,6,telur,Cash
14-11-2122,9:53:18,1O5GG1,3,es teh,Cash
14-11-2122,9:24:51,1O5GFZ,4,susu cokelat,Gopay
14-11-2122,9:22:57,1O5GFY,1,susu vanilla,Cash
14-11-2122,9:17:27,1O5GFX,7,nagasari,Cash
13-11-2122,23:19:56,1O5GFW,10,usus crispy,Cash
13-11-2122,22:36:51,1O5GFV,9,nextar,Cash
13-11-2122,22:11:18,1O5GFU,3,pembalut,Cash
13-11-2122,21:26:14,1O5GFT,6,buku tulis,Cash
13-11-2122,21:17:49,1O5GFS,5,bolpoin standart,GoFood
13-11-2122,21:15:18,1O5GFR,5,buku gambar,Cash
13-11-2122,21:54:11,1O5GFQ,1,pensil,Other EDC
13-11-2122,21:53:24,1O5GFP,8,penghapus,Cash
13-11-2122,21:43:44,1O5GFO,5,rautan pensil,Cash
13-11-2122,21:24:14,1O5GFN,9,sari roti,BCA
13-11-2122,19:45:49,1O5GFM,4,mie,Cash
13-11-2122,19:24:19,1O5GFL,3,kecap,Cash
13-11-2122,19:21:35,1O5GFJ,7,saos,BNI
13-11-2122,18:36:59,1O5GFI,4,es cream,Other
13-11-2122,18:27:34,1O5GFH,2,pie susu,Cash
13-11-2122,17:58:26,1O5GFG,1,risol,BCA
13-11-2122,17:33:29,1O5GFF,2,martabak,Cash
13-11-2122,17:28:21,1O5GFE,2,floridina,Cash
13-11-2122,17:27:51,1O5GFD,1,iso plus,Cash
13-11-2122,16:55:36,1O5GFC,9,golda,Cash
13-11-2122,16:51:41,1O5GFB,4,nutrisari,Cash
13-11-2122,16:46:42,1O5GFA,4,teh rio,Cash
13-11-2122,16:15:22,1O5GF9,1,kopikap,Cash
13-11-2122,16:11:32,1O5GF8,9,roti aoka,Cash
13-11-2122,15:42:38,1O5GF7,3,sari gandum,Cash
13-11-2122,15:41:18,1O5GF6,10,taro,Cash
13-11-2122,15:41:43,1O5GF6,1,qitela,Cash
13-11-2122,15:21:36,1O5GF5,2,choki choki,Cash
13-11-2122,14:55:11,1O5GF4,10,bengbeng,Cash
13-11-2122,14:49:13,1O5GF3,3,nabati,Cash
13-11-2122,14:26:54,1O5GF2,7,basreng,Cash
13-11-2122,14:16:32,1O5GF1,8,mie lidi,Gopay
13-11-2122,13:51:45,1O5GF1,10,macroni pedas manis,Cash
13-11-2122,13:32:12,1O5GEZ,0,bon cabe(bubuk cabe),Cash
13-11-2122,13:19:56,1O5GEY,1,pepsodent,Cash
13-11-2122,11:47:45,1O5GEX,2,head&shoulder,Cash
13-11-2122,11:55:45,1O5GEW,1,lifebuoy(sabun mandi cair),Cash
13-11-2122,11:53:33,1O5GEV,10,lifebuoy(shampoo),Cash
13-11-2122,9:38:56,1O5GEU,10,shinzui(sabun mandi),Gopay
13-11-2122,9:26:32,1O5GET,8,biore(sabun muka),Cash
13-11-2122,9:18:21,1O5GES,2,lifebuoy(sabun mandi batangan),Gopay
13-11-2122,9:16:24,1O5GER,4,sunlight,Cash
13-11-2122,8:49:14,1O5GEQ,4,lux(sabun mandi),Gopay
13-11-2122,8:39:49,1O5GEP,0,sunsilk(shampoo),Cash
13-11-2122,8:23:48,1O5GEO,6,pantene(shampoo),Cash
12-11-2122,22:43:25,1O5GEN,3,lux(sabun mandi),Cash
